transaction_id,account_id,timestamp,amount,transaction_type,merchant_category,channel,home_country,transaction_country,is_international,beneficiary_age_days,new_beneficiary_flag,failed_login_count,device_change_flag,ip_risk_score,account_balance_before,account_balance_after,amount_to_balance_ratio,kyc_risk_band,fraud_label
2137,A1013,2026-01-15 08:53:00,2401.84,IMPS,electronics,ATM,India,India,0,127,0,1,0,0.299,135601.77,133199.94,0.0177,Low,0
2488,A1013,2026-01-16 10:10:00,6329.47,CARD_NOT_PRESENT,travel,mobile_app,India,UAE,1,1,1,6,1,0.938,143118.27,136788.8,0.0442,Low,1
97,A1014,2026-01-01 05:21:00,9662.96,CARD_NOT_PRESENT,electronics,mobile_app,India,India,0,14,0,0,0,0.209,24428.15,14765.18,0.3956,Low,0
177,A1014,2026-01-01 07:18:00,11627.29,ATM,entertainment,mobile_app,India,India,0,699,0,0,0,0.297,48113.72,36486.43,0.2417,Low,0
253,A1014,2026-01-01 11:39:00,45769.37,UPI,shopping,web_banking,India,India,0,0,1,2,1,0.533,46769.37,1000.0,0.9786,Low,1
505,A1014,2026-01-01 16:58:00,10649.92,NEFT,food,mobile_app,India,India,0,72,0,0,0,0.125,40629.42,29979.5,0.2621,Low,0
559,A1014,2026-01-02 01:16:00,10560.95,ATM,pharmacy,mobile_app,India,India,0,79,0,0,0,0.253,33008.85,22447.9,0.3199,Low,0
1002,A1014,2026-01-02 04:40:00,48009.2,NEFT,shopping,mobile_app,India,India,0,1,1,3,1,0.889,67944.83,19935.63,0.7066,Low,1
1049,A1014,2026-01-02 06:14:00,11603.4,IMPS,entertainment,mobile_app,India,India,0,107,0,0,0,0.007,12603.4,1000.0,0.9207,Low,0
1335,A1014,2026-01-02 08:12:00,10348.04,ATM,electronics,mobile_app,India,India,0,146,0,0,1,0.171,48085.72,37737.69,0.2152,Low,0
1637,A1014,2026-01-02 20:12:00,10753.72,IMPS,entertainment,mobile_app,India,India,0,31,0,0,0,0.048,38675.51,27921.8,0.278,Low,0
1730,A1014,2026-01-03 08:32:00,12150.84,CARD_NOT_PRESENT,food,mobile_app,India,India,0,46,0,0,0,0.07,40635.01,28484.17,0.299,Low,0
1846,A1014,2026-01-03 14:51:00,10278.97,CARD_NOT_PRESENT,food,mobile_app,India,India,0,222,0,0,0,0.271,31995.66,21716.7,0.3213,Low,0
1906,A1014,2026-01-03 21:17:00,11209.73,NEFT,pharmacy,mobile_app,India,India,0,8,0,1,0,0.061,60645.72,49435.99,0.1848,Low,0
2195,A1014,2026-01-04 03:51:00,11721.14,NEFT,electronics,mobile_app,India,India,0,110,0,1,0,0.245,31503.66,19782.51,0.3721,Low,0
2227,A1014,2026-01-04 12:42:00,10765.83,CARD_NOT_PRESENT,travel,mobile_app,India,India,0,568,0,0,0,0.023,47267.31,36501.47,0.2278,Low,0
2251,A1014,2026-01-05 01:57:00,10542.41,ATM,entertainment,mobile_app,India,India,0,161,0,0,0,0.136,17144.24,6601.84,0.6149,Low,0
2277,A1014,2026-01-06 07:18:00,11549.06,IMPS,grocery,mobile_app,India,India,0,55,0,1,0,0.194,28415.79,16866.73,0.4064,Low,0
2340,A1014,2026-01-06 12:07:00,29878.8,CARD_NOT_PRESENT,electronics,POS_terminal,India,UK,1,208,0,2,0,0.682,38521.83,8643.03,0.7756,Low,1
2422,A1014,2026-01-06 13:59:00,10752.74,IMPS,shopping,mobile_app,India,India,0,49,0,0,0,0.152,47660.67,36907.94,0.2256,Low,0
7,A1015,2026-01-01 00:54:00,3628.66,ATM,travel,web_banking,India,India,0,109,0,0,0,0.071,212658.66,209030.01,0.0171,Low,0
90,A1015,2026-01-02 02:07:00,6622.64,UPI,electronics,web_banking,India,India,0,32,0,0,0,0.03,210084.89,203462.25,0.0315,Low,0
129,A1015,2026-01-02 08:55:00,9983.7,CARD_NOT_PRESENT,electronics,web_banking,India,Singapore,1,51,0,2,1,0.68,192910.87,182927.17,0.0518,Low,1
243,A1015,2026-01-02 16:33:00,4499.95,CARD_NOT_PRESENT,grocery,web_banking,India,India,0,13,0,0,0,0.114,208240.48,203740.53,0.0216,Low,0
470,A1015,2026-01-02 19:59:00,5885.92,IMPS,entertainment,web_banking,India,India,0,220,0,0,0,0.305,199204.95,193319.03,0.0295,Low,0
485,A1015,2026-01-02 23:45:00,3918.37,CARD_NOT_PRESENT,entertainment,web_banking,India,India,0,52,0,0,0,0.107,192364.64,188446.28,0.0204,Low,0
564,A1015,2026-01-03 00:20:00,1443.67,POS,entertainment,web_banking,India,India,0,363,0,1,0,0.144,208704.83,207261.15,0.0069,Low,0
567,A1015,2026-01-03 07:22:00,3697.1,CARD_NOT_PRESENT,shopping,web_banking,India,India,0,272,0,0,0,0.309,201906.2,198209.11,0.0183,Low,0
582,A1015,2026-01-03 13:48:00,5888.24,CARD_NOT_PRESENT,shopping,web_banking,India,India,0,168,0,0,0,0.113,205089.91,199201.67,0.0287,Low,0
728,A1015,2026-01-04 04:20:00,3862.12,ATM,travel,web_banking,India,India,0,52,0,0,0,0.108,215562.84,211700.72,0.0179,Low,0
909,A1015,2026-01-04 07:38:00,17364.18,CARD_NOT_PRESENT,electronics,web_banking,India,UAE,1,2,1,6,1,0.788,204363.58,186999.4,0.085,Low,1
916,A1015,2026-01-04 17:27:00,1669.8,ATM,food,mobile_app,India,India,0,30,0,0,0,0.033,216648.62,214978.82,0.0077,Low,0
986,A1015,2026-01-04 19:32:00,4184.41,UPI,fuel,mobile_app,India,India,0,336,0,0,0,0.279,211207.78,207023.37,0.0198,Low,0
996,A1015,2026-01-04 22:25:00,5142.71,CARD_NOT_PRESENT,shopping,web_banking,India,India,0,139,0,0,0,0.072,181426.07,176283.36,0.0283,Low,0
1072,A1015,2026-01-05 04:58:00,984.36,CARD_NOT_PRESENT,shopping,web_banking,India,India,0,216,0,0,0,0.11,205045.94,204061.58,0.0048,Low,0
1085,A1015,2026-01-05 18:34:00,4132.16,CARD_NOT_PRESENT,food,mobile_app,India,UK,1,397,0,0,0,0.22,209666.66,205534.49,0.0197,Low,0
1109,A1015,2026-01-06 01:09:00,3840.82,IMPS,travel,web_banking,India,India,0,3,0,0,0,0.064,193555.12,189714.3,0.0198,Low,0
1257,A1015,2026-01-06 20:39:00,2866.95,CARD_NOT_PRESENT,food,web_banking,India,India,0,12,0,0,0,0.08,181137.63,178270.68,0.0158,Low,0
1306,A1015,2026-01-06 20:49:00,2138.81,CARD_NOT_PRESENT,fuel,web_banking,India,India,0,232,0,0,0,0.306,199040.91,196902.1,0.0107,Low,0
1314,A1015,2026-01-06 23:24:00,5591.01,POS,entertainment,web_banking,India,India,0,273,0,2,0,0.203,222531.69,216940.67,0.0251,Low,0
1317,A1015,2026-01-07 00:05:00,1351.57,POS,grocery,web_banking,India,India,0,217,0,0,0,0.148,196247.81,194896.24,0.0069,Low,0
1416,A1015,2026-01-07 08:54:00,4528.97,NEFT,pharmacy,web_banking,India,India,0,58,0,0,0,0.192,194969.44,190440.47,0.0232,Low,0
1483,A1015,2026-01-07 17:13:00,1814.75,NEFT,grocery,web_banking,India,India,0,140,0,0,0,0.06,196256.68,194441.93,0.0092,Low,0
1563,A1015,2026-01-08 12:35:00,5281.04,ATM,entertainment,ATM,India,India,0,186,0,0,0,0.067,213863.48,208582.44,0.0247,Low,0
1582,A1015,2026-01-09 04:39:00,6204.32,IMPS,entertainment,web_banking,India,India,0,210,0,1,0,0.115,196446.8,190242.48,0.0316,Low,0
1623,A1015,2026-01-09 10:27:00,11269.47,CARD_NOT_PRESENT,shopping,POS_terminal,India,UAE,1,36,0,0,1,0.604,194147.32,182877.85,0.058,Low,1
1735,A1015,2026-01-09 21:02:00,5128.52,IMPS,pharmacy,web_banking,India,India,0,115,0,0,0,0.262,186715.13,181586.61,0.0275,Low,0
1768,A1015,2026-01-10 10:23:00,9351.01,IMPS,electronics,mobile_app,India,India,0,2,1,4,1,0.672,189289.37,179938.35,0.0494,Low,1
1961,A1015,2026-01-10 17:53:00,3630.41,ATM,fuel,ATM,India,India,0,115,0,1,0,0.079,206259.77,202629.36,0.0176,Low,0
2097,A1015,2026-01-11 19:01:00,2596.9,NEFT,travel,web_banking,India,UK,1,49,0,0,0,0.234,189069.32,186472.42,0.0137,Low,0
2393,A1015,2026-01-12 00:57:00,4711.42,ATM,pharmacy,web_banking,India,India,0,34,0,1,1,0.331,200623.69,195912.27,0.0235,Low,0
2427,A1015,2026-01-13 23:28:00,4701.57,NEFT,shopping,web_banking,India,India,0,42,0,0,0,0.032,208637.72,203936.14,0.0225,Low,0
2430,A1015,2026-01-14 06:10:00,1384.66,ATM,shopping,web_banking,India,India,0,30,0,0,0,0.243,208897.75,207513.09,0.0066,Low,0
2441,A1015,2026-01-14 09:25:00,1110.12,POS,electronics,web_banking,India,India,0,668,0,0,0,0.327,206353.7,205243.58,0.0054,Low,0
2479,A1015,2026-01-14 18:11:00,3540.22,POS,fuel,mobile_app,India,India,0,303,0,0,0,0.001,211108.82,207568.6,0.0168,Low,0
380,A1016,2026-01-01 12:08:00,50.0,ATM,shopping,mobile_app,India,India,0,71,0,0,0,0.096,167609.25,167559.25,0.0003,Low,0
484,A1016,2026-01-01 16:01:00,1621.45,ATM,shopping,mobile_app,India,UAE,1,273,0,0,0,0.023,191330.25,189708.81,0.0085,Low,0
581,A1016,2026-01-01 16:51:00,3502.56,UPI,food,mobile_app,India,India,0,27,0,0,0,0.333,164321.61,160819.05,0.0213,Low,0
607,A1016,2026-01-01 16:52:00,50.0,POS,food,mobile_app,India,India,0,202,0,1,0,0.095,164568.7,164518.7,0.0003,Low,0
658,A1016,2026-01-01 18:29:00,3770.87,IMPS,pharmacy,mobile_app,India,India,0,339,0,0,0,0.195,178777.37,175006.5,0.0211,Low,0
661,A1016,2026-01-02 14:29:00,6709.75,CARD_NOT_PRESENT,electronics,mobile_app,India,UK,1,84,0,0,0,0.124,164380.4,157670.65,0.0408,Low,0
765,A1016,2026-01-03 04:44:00,4090.64,UPI,travel,mobile_app,India,India,0,310,0,0,0,0.077,204623.43,200532.78,0.02,Low,0
803,A1016,2026-01-03 08:39:00,50.0,IMPS,entertainment,mobile_app,India,India,0,473,0,0,0,0.192,183736.56,183686.56,0.0003,Low,0
831,A1016,2026-01-03 23:23:00,3436.07,IMPS,travel,mobile_app,India,India,0,197,0,0,0,0.046,179736.95,176300.88,0.0191,Low,0
889,A1016,2026-01-05 00:31:00,2032.1,POS,shopping,mobile_app,India,India,0,251,0,0,1,0.164,163029.67,160997.58,0.0125,Low,0
1029,A1016,2026-01-05 10:59:00,10984.77,IMPS,shopping,mobile_app,India,India,0,0,1,3,1,0.895,177497.91,166513.14,0.0619,Low,1
1069,A1016,2026-01-06 14:15:00,2740.26,ATM,pharmacy,mobile_app,India,India,0,130,0,0,0,0.101,139480.86,136740.6,0.0196,Low,0
1110,A1016,2026-01-07 11:06:00,8659.64,IMPS,entertainment,mobile_app,India,India,0,94,0,0,0,0.182,166020.95,157361.3,0.0522,Low,0
1143,A1016,2026-01-07 18:03:00,5163.36,POS,electronics,web_banking,India,India,0,9,0,0,0,0.051,184636.41,179473.05,0.028,Low,0
1167,A1016,2026-01-07 18:21:00,17283.0,IMPS,shopping,web_banking,India,India,0,0,1,1,1,0.568,175560.9,158277.9,0.0984,Low,1
1204,A1016,2026-01-07 20:16:00,1334.34,POS,travel,mobile_app,India,India,0,682,0,0,0,0.148,184051.65,182717.31,0.0072,Low,0
1205,A1016,2026-01-07 23:21:00,3935.98,IMPS,pharmacy,mobile_app,India,India,0,414,0,0,0,0.143,181048.92,177112.94,0.0217,Low,0
1304,A1016,2026-01-08 03:34:00,4558.35,NEFT,grocery,mobile_app,India,India,0,555,0,0,0,0.198,168810.3,164251.95,0.027,Low,0
1338,A1016,2026-01-08 07:25:00,1349.82,NEFT,entertainment,mobile_app,India,India,0,194,0,0,0,0.108,138532.71,137182.88,0.0097,Low,0
1344,A1016,2026-01-08 19:56:00,10000.0,NEFT,shopping,web_banking,India,India,0,0,1,1,1,0.546,172952.98,162952.98,0.0578,Low,1
1347,A1016,2026-01-09 22:29:00,3608.17,CARD_NOT_PRESENT,food,mobile_app,India,UK,1,101,0,0,1,0.327,163324.62,159716.44,0.0221,Low,0
1353,A1016,2026-01-10 15:12:00,2273.31,POS,pharmacy,mobile_app,India,India,0,216,0,0,0,0.141,160890.95,158617.64,0.0141,Low,0
1400,A1016,2026-01-10 23:27:00,50.0,CARD_NOT_PRESENT,grocery,web_banking,India,India,0,196,0,0,0,0.134,173940.94,173890.94,0.0003,Low,0
1410,A1016,2026-01-11 11:55:00,1955.3,UPI,pharmacy,mobile_app,India,India,0,16,0,0,0,0.048,173825.08,171869.78,0.0112,Low,0
1504,A1016,2026-01-12 07:42:00,6073.77,UPI,electronics,web_banking,India,UAE,1,1,1,4,1,0.969,153694.35,147620.57,0.0395,Low,1
1517,A1016,2026-01-12 14:52:00,50.0,POS,electronics,mobile_app,India,India,0,21,0,0,0,0.297,157744.74,157694.74,0.0003,Low,0
1860,A1016,2026-01-12 21:39:00,5397.06,NEFT,shopping,mobile_app,India,India,0,91,0,1,0,0.241,166492.95,161095.89,0.0324,Low,0
1904,A1016,2026-01-13 01:05:00,5615.6,NEFT,shopping,mobile_app,India,India,0,128,0,0,0,0.188,197989.08,192373.48,0.0284,Low,0
1921,A1016,2026-01-13 07:43:00,3359.86,IMPS,shopping,mobile_app,India,India,0,22,0,0,0,0.02,178286.66,174926.8,0.0188,Low,0
1962,A1016,2026-01-13 11:33:00,3911.28,UPI,shopping,mobile_app,India,India,0,75,0,0,0,0.268,183918.86,180007.58,0.0213,Low,0
2051,A1016,2026-01-14 16:29:00,4247.85,IMPS,food,web_banking,India,India,0,314,0,0,0,0.261,202156.91,197909.06,0.021,Low,0
2081,A1016,2026-01-14 19:48:00,3976.62,POS,travel,mobile_app,India,India,0,33,0,0,0,0.258,181901.58,177924.95,0.0219,Low,0
2183,A1016,2026-01-14 22:51:00,69.58,IMPS,pharmacy,mobile_app,India,India,0,35,0,0,0,0.023,184866.94,184797.37,0.0004,Low,0
2222,A1016,2026-01-15 01:51:00,3752.68,IMPS,grocery,POS_terminal,India,India,0,425,0,0,0,0.115,179696.58,175943.9,0.0209,Low,0
2266,A1016,2026-01-15 12:12:00,50.0,POS,fuel,mobile_app,India,India,0,13,0,0,0,0.041,173123.34,173073.34,0.0003,Low,0
2309,A1016,2026-01-15 18:23:00,3338.98,NEFT,fuel,mobile_app,India,Singapore,1,222,0,0,0,0.223,181532.97,178193.98,0.0184,Low,0
2475,A1016,2026-01-15 19:02:00,1900.62,POS,shopping,mobile_app,India,India,0,467,0,0,0,0.05,187487.22,185586.6,0.0101,Low,0
106,A1017,2026-01-01 07:06:00,8772.53,ATM,shopping,web_banking,India,India,0,173,0,0,0,0.195,209016.86,200244.33,0.042,High,0
174,A1017,2026-01-03 13:14:00,10450.89,NEFT,pharmacy,web_banking,India,India,0,230,0,1,0,0.046,233832.42,223381.53,0.0447,High,0
251,A1017,2026-01-03 13:38:00,5437.46,ATM,food,web_banking,India,India,0,39,0,0,0,0.219,235916.0,230478.54,0.023,High,0
328,A1017,2026-01-03 22:32:00,11578.64,NEFT,food,web_banking,India,India,0,188,0,1,0,0.188,225093.09,213514.46,0.0514,High,0
367,A1017,2026-01-04 00:27:00,12321.62,NEFT,fuel,web_banking,India,India,0,7,0,0,0,0.163,259208.61,246887.0,0.0475,High,0
501,A1017,2026-01-04 07:37:00,7354.06,CARD_NOT_PRESENT,entertainment,POS_terminal,India,India,0,950,0,0,0,0.155,237290.22,229936.16,0.031,High,0
516,A1017,2026-01-04 21:29:00,10789.0,IMPS,food,web_banking,India,India,0,265,0,1,1,0.066,256930.83,246141.83,0.042,High,0
538,A1017,2026-01-05 09:12:00,29837.25,CARD_NOT_PRESENT,travel,web_banking,India,Singapore,1,91,0,0,1,0.682,203854.21,174016.96,0.1464,High,1
548,A1017,2026-01-05 22:13:00,10229.29,NEFT,grocery,web_banking,India,India,0,130,0,0,0,0.114,240131.75,229902.46,0.0426,High,0
589,A1017,2026-01-06 02:42:00,11565.41,IMPS,entertainment,ATM,India,India,0,217,0,0,0,0.096,216593.19,205027.78,0.0534,High,0
675,A1017,2026-01-06 05:46:00,12254.98,POS,electronics,web_banking,India,India,0,247,0,1,0,0.278,247660.04,235405.06,0.0495,High,0
774,A1017,2026-01-06 15:19:00,9336.06,POS,pharmacy,web_banking,India,India,0,204,0,0,1,0.025,243678.92,234342.86,0.0383,High,0
874,A1017,2026-01-06 18:42:00,7799.12,IMPS,pharmacy,web_banking,India,India,0,83,0,0,0,0.199,250786.21,242987.09,0.0311,High,0
915,A1017,2026-01-07 03:12:00,19209.83,CARD_NOT_PRESENT,electronics,mobile_app,India,India,0,104,0,2,0,0.273,240131.66,220921.83,0.08,High,0
931,A1017,2026-01-07 20:47:00,15599.78,UPI,pharmacy,web_banking,India,India,0,486,0,0,0,0.07,224486.03,208886.25,0.0695,High,0
1074,A1017,2026-01-08 02:44:00,45789.48,IMPS,shopping,web_banking,India,India,0,0,1,1,1,0.826,216238.9,170449.41,0.2118,High,1
1273,A1017,2026-01-09 05:50:00,14376.7,CARD_NOT_PRESENT,food,web_banking,India,India,0,231,0,0,0,0.12,247002.1,232625.4,0.0582,High,0
1332,A1017,2026-01-09 11:23:00,9333.22,UPI,grocery,web_banking,India,India,0,105,0,1,0,0.171,233702.8,224369.58,0.0399,High,0
1443,A1017,2026-01-09 14:02:00,10514.44,NEFT,shopping,ATM,India,India,0,70,0,0,0,0.345,249279.22,238764.79,0.0422,High,0
1618,A1017,2026-01-09 18:03:00,11559.65,UPI,entertainment,web_banking,India,India,0,141,0,0,0,0.203,243601.48,232041.83,0.0475,High,0
1701,A1017,2026-01-09 18:45:00,8734.15,UPI,entertainment,web_banking,India,India,0,324,0,0,0,0.023,225690.27,216956.12,0.0387,High,0
1784,A1017,2026-01-10 04:36:00,41555.21,UPI,travel,web_banking,India,Singapore,1,1,1,5,1,0.737,244362.31,202807.1,0.1701,High,1
2184,A1017,2026-01-10 19:39:00,13775.7,CARD_NOT_PRESENT,food,web_banking,India,India,0,452,0,0,0,0.086,247387.94,233612.25,0.0557,High,0
2263,A1017,2026-01-11 22:38:00,14765.12,UPI,fuel,web_banking,India,India,0,439,0,0,0,0.098,244597.22,229832.1,0.0604,High,0
2314,A1017,2026-01-11 23:33:00,10617.43,IMPS,food,web_banking,India,India,0,25,0,0,0,0.275,242031.0,231413.57,0.0439,High,0
2354,A1017,2026-01-12 07:42:00,7221.53,CARD_NOT_PRESENT,entertainment,web_banking,India,India,0,175,0,1,0,0.293,226310.74,219089.21,0.0319,High,0
2413,A1017,2026-01-13 05:18:00,12335.66,CARD_NOT_PRESENT,electronics,web_banking,India,India,0,49,0,0,0,0.208,230541.01,218205.35,0.0535,High,0
2443,A1017,2026-01-13 19:27:00,9941.82,IMPS,grocery,web_banking,India,India,0,25,0,0,0,0.211,248828.46,238886.63,0.04,High,0
215,A1018,2026-01-01 01:31:00,10940.35,IMPS,pharmacy,web_banking,India,India,0,190,0,0,0,0.233,185001.69,174061.34,0.0591,Medium,0
225,A1018,2026-01-01 16:41:00,10939.03,UPI,electronics,mobile_app,India,India,0,171,0,0,0,0.189,172495.67,161556.64,0.0634,Medium,0
241,A1018,2026-01-01 20:09:00,10669.04,IMPS,electronics,mobile_app,India,India,0,6,0,0,0,0.15,160237.39,149568.36,0.0666,Medium,0
330,A1018,2026-01-02 00:40:00,10687.64,CARD_NOT_PRESENT,electronics,mobile_app,India,India,0,293,0,0,0,0.109,174942.31,164254.68,0.0611,Medium,0
722,A1018,2026-01-02 02:54:00,10949.51,IMPS,travel,mobile_app,India,India,0,241,0,2,0,0.232,192557.61,181608.11,0.0569,Medium,0
870,A1018,2026-01-02 03:11:00,11095.28,UPI,travel,mobile_app,India,India,0,55,0,0,0,0.035,189627.8,178532.52,0.0585,Medium,0
880,A1018,2026-01-02 12:30:00,11460.17,CARD_NOT_PRESENT,entertainment,mobile_app,India,India,0,17,0,0,0,0.224,194958.22,183498.05,0.0588,Medium,0
882,A1018,2026-01-02 21:47:00,10682.99,CARD_NOT_PRESENT,food,web_banking,India,India,0,349,0,0,0,0.314,162736.19,152053.2,0.0656,Medium,0
997,A1018,2026-01-03 14:07:00,11466.21,UPI,grocery,mobile_app,India,India,0,38,0,1,0,0.209,193176.73,181710.52,0.0594,Medium,0
1025,A1018,2026-01-04 10:44:00,11111.25,IMPS,fuel,ATM,India,India,0,45,0,0,1,0.106,225045.13,213933.87,0.0494,Medium,0
1067,A1018,2026-01-04 10:53:00,11113.51,IMPS,electronics,mobile_app,India,India,0,608,0,0,0,0.183,179526.03,168412.52,0.0619,Medium,0
1080,A1018,2026-01-05 08:07:00,10372.58,CARD_NOT_PRESENT,food,mobile_app,India,India,0,36,0,0,1,0.313,191732.54,181359.95,0.0541,Medium,0
1091,A1018,2026-01-05 22:21:00,11412.81,IMPS,entertainment,mobile_app,India,Singapore,1,34,0,0,0,0.125,197789.1,186376.29,0.0577,Medium,0
1103,A1018,2026-01-05 23:29:00,11344.21,POS,pharmacy,ATM,India,India,0,145,0,1,0,0.29,177771.02,166426.81,0.0638,Medium,0
1156,A1018,2026-01-06 06:12:00,10861.2,POS,shopping,mobile_app,India,India,0,336,0,0,0,0.017,199509.3,188648.1,0.0544,Medium,0
1159,A1018,2026-01-06 08:05:00,10857.13,UPI,electronics,mobile_app,India,India,0,16,0,0,1,0.103,178294.03,167436.91,0.0609,Medium,0
1170,A1018,2026-01-06 17:19:00,11357.58,UPI,fuel,mobile_app,India,India,0,187,0,0,0,0.008,174070.76,162713.18,0.0652,Medium,0
1413,A1018,2026-01-07 09:22:00,10967.24,NEFT,shopping,mobile_app,India,India,0,382,0,0,0,0.34,198002.93,187035.69,0.0554,Medium,0
1581,A1018,2026-01-08 12:27:00,10977.4,IMPS,pharmacy,mobile_app,India,India,0,92,0,0,0,0.166,181172.87,170195.47,0.0606,Medium,0
1752,A1018,2026-01-10 13:56:00,19215.15,UPI,food,mobile_app,India,India,0,13,1,2,1,0.808,172034.91,152819.76,0.1117,Medium,1
1800,A1018,2026-01-10 18:37:00,11222.33,ATM,pharmacy,mobile_app,India,India,0,195,0,1,0,0.221,206712.15,195489.82,0.0543,Medium,0
1821,A1018,2026-01-10 21:09:00,10781.57,CARD_NOT_PRESENT,fuel,mobile_app,India,India,0,197,0,0,0,0.27,174583.23,163801.66,0.0618,Medium,0
1945,A1018,2026-01-11 02:13:00,10541.25,POS,food,mobile_app,India,India,0,143,0,0,0,0.337,187202.29,176661.04,0.0563,Medium,0
2245,A1018,2026-01-11 08:37:00,32126.31,CARD_NOT_PRESENT,shopping,web_banking,India,UK,1,46,0,1,1,0.733,153496.13,121369.82,0.2093,Medium,1
2293,A1018,2026-01-12 16:47:00,11142.08,NEFT,grocery,mobile_app,India,India,0,17,0,0,0,0.128,180827.84,169685.75,0.0616,Medium,0
2347,A1018,2026-01-13 03:02:00,11159.29,ATM,travel,web_banking,India,India,0,105,0,2,0,0.189,194771.16,183611.87,0.0573,Medium,0
2375,A1018,2026-01-13 09:54:00,11207.99,NEFT,pharmacy,mobile_app,India,India,0,106,0,0,0,0.169,203341.98,192133.99,0.0551,Medium,0
5,A1019,2026-01-01 08:05:00,1204.98,NEFT,electronics,web_banking,India,India,0,63,0,0,0,0.279,100654.19,99449.21,0.012,Low,0
39,A1019,2026-01-01 09:51:00,822.53,POS,fuel,web_banking,India,India,0,79,0,1,0,0.222,98309.03,97486.49,0.0084,Low,0
56,A1019,2026-01-01 18:11:00,870.47,ATM,shopping,web_banking,India,India,0,95,0,0,0,0.111,58296.35,57425.88,0.0149,Low,0
320,A1019,2026-01-01 18:18:00,50.0,ATM,entertainment,ATM,India,India,0,63,0,0,0,0.236,76006.49,75956.49,0.0007,Low,0
344,A1019,2026-01-01 23:47:00,687.15,UPI,electronics,web_banking,India,India,0,101,0,0,0,0.028,71912.26,71225.11,0.0096,Low,0
457,A1019,2026-01-02 09:07:00,314.8,UPI,food,web_banking,India,India,0,2,0,0,0,0.12,65395.19,65080.39,0.0048,Low,0
527,A1019,2026-01-03 09:06:00,2407.66,ATM,shopping,web_banking,India,UK,1,193,0,0,0,0.263,61124.56,58716.9,0.0394,Low,0
533,A1019,2026-01-03 16:27:00,1012.03,UPI,entertainment,web_banking,India,India,0,183,0,1,0,0.062,74692.02,73679.98,0.0135,Low,0
759,A1019,2026-01-03 16:40:00,1748.47,ATM,grocery,POS_terminal,India,India,0,101,0,0,0,0.254,70602.45,68853.97,0.0248,Low,0
763,A1019,2026-01-04 07:14:00,1203.25,NEFT,entertainment,web_banking,India,India,0,20,0,0,0,0.134,75524.43,74321.18,0.0159,Low,0
792,A1019,2026-01-04 19:52:00,50.0,IMPS,entertainment,web_banking,India,India,0,47,0,0,0,0.032,72202.1,72152.1,0.0007,Low,0
798,A1019,2026-01-05 10:45:00,50.0,CARD_NOT_PRESENT,entertainment,mobile_app,India,India,0,170,0,0,0,0.334,70995.01,70945.01,0.0007,Low,0
826,A1019,2026-01-06 12:32:00,1364.19,ATM,fuel,web_banking,India,India,0,18,0,0,0,0.298,64686.64,63322.45,0.0211,Low,0
835,A1019,2026-01-07 11:57:00,3000.0,CARD_NOT_PRESENT,electronics,POS_terminal,India,Singapore,1,11,0,2,0,0.946,89980.15,86980.15,0.0333,Low,1
1176,A1019,2026-01-08 07:37:00,218.53,ATM,grocery,web_banking,India,India,0,601,0,0,0,0.322,92911.2,92692.67,0.0024,Low,0
1182,A1019,2026-01-09 05:28:00,238.48,IMPS,food,web_banking,India,India,0,21,0,0,0,0.141,86484.02,86245.54,0.0028,Low,0
1376,A1019,2026-01-09 20:15:00,617.27,POS,pharmacy,ATM,India,India,0,42,0,0,0,0.276,86165.67,85548.39,0.0072,Low,0
1456,A1019,2026-01-09 20:58:00,1705.39,ATM,travel,web_banking,India,India,0,22,0,0,0,0.122,88072.12,86366.73,0.0194,Low,0
1463,A1019,2026-01-11 10:25:00,50.0,NEFT,electronics,web_banking,India,India,0,64,0,0,0,0.07,54810.2,54760.2,0.0009,Low,0
1626,A1019,2026-01-11 17:21:00,50.0,IMPS,grocery,web_banking,India,India,0,297,0,0,0,0.144,110547.14,110497.14,0.0005,Low,0
1711,A1019,2026-01-11 20:37:00,50.0,IMPS,entertainment,web_banking,India,India,0,0,1,0,0,0.337,80118.07,80068.07,0.0006,Low,0
1812,A1019,2026-01-13 04:02:00,1195.61,CARD_NOT_PRESENT,electronics,web_banking,India,India,0,399,0,0,0,0.226,78464.11,77268.51,0.0152,Low,0
1883,A1019,2026-01-13 19:16:00,3207.15,CARD_NOT_PRESENT,shopping,POS_terminal,India,Singapore,1,0,0,2,0,0.79,54280.42,51073.28,0.0591,Low,1
1912,A1019,2026-01-14 04:40:00,2356.2,POS,food,web_banking,India,India,0,29,0,3,1,0.494,72934.03,70577.83,0.0323,Low,1
2018,A1019,2026-01-14 10:15:00,494.01,CARD_NOT_PRESENT,pharmacy,web_banking,India,India,0,69,0,1,0,0.347,77422.96,76928.96,0.0064,Low,0
2074,A1019,2026-01-15 02:32:00,1109.53,CARD_NOT_PRESENT,fuel,ATM,India,India,0,239,0,0,0,0.125,93147.67,92038.14,0.0119,Low,0
2163,A1019,2026-01-15 10:12:00,769.81,NEFT,electronics,web_banking,India,India,0,259,0,0,0,0.212,75274.2,74504.4,0.0102,Low,0
2210,A1019,2026-01-16 15:03:00,1843.69,NEFT,pharmacy,mobile_app,India,India,0,364,0,0,0,0.129,48029.58,46185.9,0.0384,Low,0
2358,A1019,2026-01-16 17:52:00,50.0,POS,fuel,POS_terminal,India,India,0,87,0,2,0,0.219,78215.33,78165.33,0.0006,Low,0
